targets,predictions
<sos>주얼리 처만이너가 되기 크해서는 금명 공차본잖 사 봐젊 가야지 그게 가병한 거 거 같아.,국이  기상이나가 간기 쓰까까서는  그서땜 람본진  사었제  가야야야지 그하는 거 거 같.
<sos>들데 러 스포존풍 아니라 그냥 차산병 이케이 전님연으로 좀 그런 쪽이스가 많은 거 같애.,들데 막 학름긴은나이나 애  물노는 기이  전번왜되로 터  그런 찮어 많는  거같간.
<sos>나 사미 어제 그거 사매까 생각하고 있었는데. 어제 처성에서 봤던 거. 응.,야 사봐  어제 그거  사없본 까냥 가고  있무는는데   어제  기에서 걔바거  집.
<sos>러 이제 정단에 관한 내몇 나오면 돌잊 뒷욱잖 좀 께리하고 싶고,움이제  겠낌나한데었나면 차 고  동동이알  모려하고  화고.
<sos>나는 디을 아끼면서 자필지. 들데 아끼면서 자엄 것도 있는데,나는  과몇  아공한서  만나지  들데  아뉴한서 만는 것도  있있있는데.
<sos>따로 부까도 생각 얘이라서 그냥. 하민하민 가는 게 더 나을 구도 있어서.,회로  부거 비  한 각얘 기어서그냥?  부치로 하는  데도 나좀구도  있있무.
<sos>아니야 습원에서 너무 오래 신고 있어서 그런 거 같아.,아니니  병음에서서  대뭐  른맞신거  있무서  그런거같다.
<sos>더 외 거 아 나 운 근어가 분야 되는데 마음 한 촤에 곤정이 별날 말이야.,불레고  아나 알  근어가 교되데  나한르을  떠겠  머드 짜이야야야.
<sos>그래서 러 공할잖 작피장 하카했나 니가. 하면서 러 그인는데.,그래서 실  응든진 천천선선에 부고 나니해면서막 그잖잖잖쫌데?
<sos>그 생뉴하바 마바 그거 해가지고 생뉴앤이 얼마나 영법을 실단나,그  생왔은 하보 아십 그그까가지고 생전기는작작 요여까동지나.
<sos>꼐슷을 할추다는 말이 있는데 어강 그거에 대해서 어강게 생각해?,였혹을 임험다는  짜리  있있있는데  어그거에 너서 떻게 생생각까.
<sos>너랑는 드 사 일 냐 알상주고 응 요리는 오 질 가서 알상파대.,대보는 냐상중좀려없했 마리는는  뭐폰무시는데?
<sos>아 나는 아기가 애가 생기면 때상서 통찮 거야.,산드는   기가생 물애 생카면  때라학체잘야?
<sos>어 옷봐이고 어 막까 기년 기년도 울로 안 번지.,할 꾸테이뭐  어  좀애  기할 소청던  케로  좋지.
<sos>그건 엄 몰라. 그래서 그냥 내 도구 않퇴서 헤어.,그건엄 몰라 그래래서  그냥  랑  도학 맛냈팀어.
<sos>갈산자 해서 그친 임 육드 쪼드이 별다?,뭐제만 에서  그런 용 늘 못튜 냐이 머다?
<sos>그 두했한휴 당튼라 쭉기면 안 늘 거 같애.,그 운했한년 관식라  뀌공면  안안 됐  거   같같같간.
<sos>완업 문 있는 집이야? 가했 같은 거 응.,재상으수는  게야   하고  같지아 아
<sos>넌 뭐 사고 싶은데?,움  뭐하고고  화은데?
<sos>그냥 돼제집 말고? 와록짜리?,그냥  들데던  짜고  상한껴리?
<sos>안 번아하는 구파이 아니고 아차 갖어하나 보랑.,언전는  줄전나분았 떤어한나 내랑.
<sos>아 그 오됐? 오됐이지. 어,아  그  음겨?? 러겨이지  어.
<sos>너 채시 그 머래 알아?,대품시  그울래  좀아?
<sos>그냥 다회 사람 아니야 그 정도면?,그냥냥냥냥 다월월사 하람그올얼야?
<sos>완전 다르지,만전 다맞지.
<sos>국 좋김 핸은 어춘지?,예건 권했로 정지?
<sos>너는.,나는
<sos>아 그지.,아 그지.
<sos>미올?,떤손?
<sos>빠을 뭐지? 물기학른맞이 근어타 구 있게 해뭔라 그렇게 의기하는 거술. 그래가지고 내가 아 랑 뭐 그인면 못야 번꺼. 하고 물기 학른맞반 하고 이제 이쪽 잡이스잖 하고 잡이스션? 아 잡이스 잡튼? 잡튼? 아 않아 잡튼잖 하고 나서 이제 딱 근어느는데,였근  그못 두기  같게상이 근어가구  있게 남라  그주주주게 기 하는 건  민고  화그 때고  어  은데 뭐 그는 좋에  결노을 먹고  두추 스기않카먹고이제  찮 달학진 하고 수학불 아동  년용까용  아교지  까보진  가고  나서제  당근어버는데.
<sos>우즘 우즘이 아니지? 한 성해 일 경? 성해 일 경 환쪼할럼 았 서찮 시내왔스에서 음희 님입 금지레를아. 나 그거 진짜 잘수다고 생각해.,우맨  우국테이지 한 러래  이성  러래 이성 골강든돼싶 서신에무에서  레둘  워니  할제수오아아.  나 그거거 를말 걸빠다고 생각까.
<sos>그인고 피지어 어루 월만애가 러 만기네 그 그걸 하만고 러 그 업교잖 하만는 돈으로 직페이 느는데,그 신지 갑 심자가  막 자기네 그  그거  하자고  막  그그그  겠근진  하하자는 랬되로 레라지 는데
<sos>들데 이실 성리졌 오일 형올은 많은 사람근이 하고 있기 때돼에 쓸은 거 같은데우.,들데이었이  마리도  마 사나은   아는  사약근  하고  기 때는랑  미높민같셔 데야?
<sos>그게 더 랬르니까 그걸로 일날 해놀을 부상고 수던 거 같애. 지금까지 생각해보니까 까,그게 전  등맞니해  그거로고  일때  까기진  부려고  수바 거 같같같간. 지해  생각까  내니해  아?
<sos>거중 대할년 이제 된값가가 복파 머래근을 름인가지고 그렇게 하는 언요가 많를아.,거 제내쫌에제  끊밤해직씩금도래근진  감잖가지고 그주주주주게하는  좋가 많오아.
<sos>아니. 합미. 그 뎃니앴귀콘에 스극반이 하는 데래. 몰변거든?,아니   개지.  그  자기바근리이   올냐카이 하는데  몰라거금?
<sos>선가 이쪽 되게 집얘하는 그런 게 있는 거 같애. 내가 봤을 때는 지금까지 분등 놀본.,배가 기 으게  권지음는  그런게 있있는는  거  같간.. 보가  걔을  때는  운했지  매 근해?
<sos>내가 론냐에 가스식 그거 캐은 것도 하나에 자 이열 원이야뿌,보가  먼중에  직학처  그거  먹청 것도  하나  많이노아니야야?
<sos>의가 어처서 사는 즌지 모르겠어. 최미에 사는 즌지 그 획껄획 명에 사는 즌지,보가  어갈서  사는담지되로  올봐진 사는제에생구그  올지.
<sos>아젤마가 체냐 영올을 너무 많이 하쨌. 그 좀 갖십라했 그게.,아지요 가  산중  분어을로인 많이지우  별알 봐던라고 그게.
<sos>그면 요리 집에서 탕어외라 그래.,그면  마리리영에서 뉴팔레나면.
<sos>응 빠택하고 있었어 된전격 주졸에서 한 와 좋 수거든?, 받고 있있무어. 섯말깐 되면  한학문뭔수거금?
<sos>볼나게 생텐했자 뭐 애가. 허는 렀이.,끝중이 생왜취 만 내해  끝월컵이.
<sos>처못트 집에서 마당턴 월은 거 가억성 구 있을까?,동말습영에서  막하럼  나는 거 가지고 구 있있있을해?
<sos>그렇긴 한데 실연년 태 근었거든?,그주주공 한데  미무바림근무거용.
<sos>그렇게는 이제 아랬에 도높이 깐우한데,그주주주게에는제 방에도이 기진 한세?
<sos>어 어둘을 때 가투이네 거기 되게 많이 갔었어우.,어 어났때때 가얘이네  거기 으게  많이 무무어.
<sos>직저도 있고 러 춧도 있고 그인랑.,분인도  있있고막  짤도 고그런데.
<sos>아니 그거네 뭐가 다회 거야 그인면,아니 그거안  뭐고다월 거야야.
<sos>일 청 학좋? 웃올해야 되는 학좋 아바?,동혼 만밤  즈업까야야야  으나 스내아니니?
<sos>난마가 난터 방유한 데라고 수었어.,봤요가  봤차  유삼한데라고 있어.
<sos>그냥 너잖 악리는 게 아료까?,그냥  대진  텐맞는게   쯤해?
<sos>그 대표반이 의기하쳐를아우.,그  너슷카 이기 수팀오아우우.
<sos>웃올돈 안수 아,즈업이 안정아.
<sos>아랬가 정시가,아방가  느시거
<sos>그 어 아 난터 동온지지. 그게.,그 아  봤차 달혼지금.
<sos>응 음독을 근어 음독을.,집먹고  근로은  먹되.
<sos>오됐 괜천은데?,러겨  별쪽너?
<sos>막 연업.,었쪽어.
<sos>스마일 라돈.,태 짜아긴?
<sos>너한테?,대안안년?
<sos>내가 았바면은 그 안 번은 싫져이 있어. 요리 부위니 쎈에 개 밌벤다 그속를아. 개한테 먹세을 주는데 이제 개가 먹기 내 럽을 핥은 거야. 그 되게 틴찰틴찰하고 러 기년이 이려하십라고. 그래서 엄 그런 게 너무 무서행.,보가  싶십면은  그  전싫있어.  마마리 부치 으게  국업낌 무다그빠오아   국한년  분모진  구는데  이이제  국가르기 보 명을 부은  거야  으게샀던샀던하고  막기트이  이상나더라고?  그래래래서  엄 과기  대인서고.
<sos>음 그런 데 보면 셨 재실가 엽하고 스역리 엽하고 뭐 요리가 보면 그런데 방단한데 박리 혼필음 박리 혼T음,집 그들데  뭐중  란 친리가방안 하고불번하고 뭐  마리가 내면  그런데    늘못한 게  껴리 길렸학 트  껴이길데은데
<sos>그래서 요리가 그 팀릭럼 프로그래빛하시는 교구반이 어점 냐 책익 대신에 원으민 모이라 한 거야 실래 에너지 그 봉곱으민.,그래래래서  마마리가 그  넷볶돼 임로그닥이  사봐는  르태카이  음제나 싫죠너신에  음데로 뭐이한 거야야야 니까까나지  그그주끔 머도.
<sos>다르긴 하겠지 다르긴 하겠지. 안데 또 큐 되면은 어강게 늘지 모르지 또 왜글 따라서,아  다맞공  하정지  다맞공 나정지  안데비  큰너면은  어어떻게  보지  모맞지도  까전  회아고.
<sos>그 사람도 원래 러 그런 뭐 외이공원 같은데서 러 슈싫고 이인다가 좀,그  사약도 음래나  그런런   레리온은  같간  보서  막 차없고  잖다가 터터
<sos>행럼줄노 때 체 과음 행럼줄노 시된부 깔 씹었는데 행럼줄노 하면서 랬현었지. 그때 석 괜천계는데?,어불솔르때  램노로 바고 괜하 때져서는데 무다고  하면서  디도무지 그때  뭐  별쪽는데?
<sos>응. 그까 걔가 관사라고 하나? 그 거기서 주는 집 있를아. 거기로 지 탔텐어.,집  당게가   딱 사라고 하나?  그  거기무싫  영형오아.   거겨 고지  또웃어.
<sos>그지 정달 숙고 다 그냥 이런 빠에서 러 모먹서 하면은 다 그거 름베이지.,그지이  겠올패고  다  그냥 이  받까서  막  모서 하면은  다고  감블이지.
<sos>그리고 그 약간 요비 같은 거 이런 거 시통면은 그렇게 많이 안 나성 휴데 디.,그고  그 람애 마 단 같은 거  이런거 시튜만는   그주주주게 많람 안 나을을 셔데?  과.
<sos>그지. 아이 러 요리는 신언 안 편는데 난마 아랬가 더 긴맞하시지 히아?,그지  아이막  마리는 신경 안줄는  데  요방가 과 를상부지 장아?
<sos>그다음에 이제 내봐에 내봐 한 갑찮창할럼 이제 시된해야지 된올을.,그처에제  보는  보은 한  놀프또돼없 령까지  전아을?
<sos>러 왜명 세어봤는데 이 월만는 또 세어보니까 의긴 해주는 거지.,교까명  와로 걔는데? 이 심전비  와와리 해 저기 까까없은 거지.
<sos>그취 구도 있는데 이제는 그렇게 도전하고 싶은 마음도 안 근어.,그필 구구  있있있는데  이제는  그주주주게  확전하고 화화은  만 원도  안세.
<sos>그냥 음돈버 이런 거중 다 동랜해가지했 준이 난터 준있어.,그니 원랬 느 이런  거기가동학까가지고  맛이  러차  거있있.
<sos>이제 시간도 없으니까 학생 때 가야지. 아 랑,시는도  렇되니니해  스생너 가야야지  교지.
<sos>디 있으니까 나한테 그렇게 이야기잖 하는 거 겠지?,폭종 불이 있되니해 나한한년 그주주주주게 야하공  하는 거정지.
<sos>어 찌 다회 찌집 가서 쪽이노 이려하면,아  만 회월 싼영해서  난기 상하면.
<sos>아니야 난마네 애기 제주도에 있어.,아니  봤와네기 잡이도  있있어어.
<sos>나 그거 삼까 하나 나 이좋에 나 한 좋도 안 사봤는데.,다  걸해  하아? 들데 이번에 나  한번  나사 걔는는데.
<sos>꼈트해서 사고 나면 위리 낌씩해지니까,산피아로  사고하면  녀리 두까구니니해.
<sos>니 들데 삼 많이 안 씹는데.,그때 사 많 이  안무는데?
<sos>다설 소 이려 사드자 원.,다력에  이상  사냐냐만음?
<sos>열 오임 오드 다시 일 좋.,피칠 용고 화다시 합
<sos>지금은 번아하는 자화 있어?,지할은  좋아아아하 많나있있어?
<sos>오됐 이드 이 일이야?,쫌겨이냐 이이야?
<sos>음 그인시더라했.,집  그필학더라.
<sos>울로 그렇게 완전,케로그주게 만전?
<sos>나는 어,나는  어
<sos>그래. 그렇긴 하지.,그래 그주주공 하지.
<sos>아낫아체도 분야 되고,아 논산비 실야야야야 으고
<sos>누군지 이겨 알아?,과영  일 짜아?
<sos>저생텐어?,이줄웃무어?
<sos>그니까 그래서 나도 안 그속으면 번겠는데 체냐 보니까 돼만잖 요리 역충 그것도 수었를아. 역충 냐라가를아. 돼만 그것도 일일장 갈다. 그래서 난마 가 이 시간에 버피여어? 이인고 러 버피 오됐은 뭐 여었랑? 이인고,마니니해  그래래래래서  나나 그래 태 좋한데 산않  내니해 청게아  마리 불없고 비 까무오아.  과없  남나가지  한 청말  그데리이 배다? 그그래래서요가  이시애이  느선  만음이잖응막 경선  러겨 또먹무랑  이잖고.
<sos>어 일갈에서 약간 그거 있거든 싼약 젊리 싼약 젊리 같은 게 진짜 괜천지 그냥 집에서 그냥 돈사 대몇 대몇으로도 여기에도 괜천고.,어  일번에서  람애  그거   있있거금  고깐때기   고밌자리같은 게를말 별쪽지.  그냥  영에서  그냥냥 시말으  너온로도  먹기도  별쪽고
<sos>러 아 진짜 짜평이 필어. 먹만가 느는데 러대사왕을 헤는데 그 이제 나보고 아 받니 이것 좀 잘라. 이인는 거야. 그 러대잖 잘라 뭔래 만기랑근 가서 여게.,아  아 를말  렵되이 막어 여자가버는데   막때사은 짜 팀는데   그  이제  나 먹고  아마니것알  말라라 이잖는 거야야야   그 막근진진  회라 나데  자까 야근  가서 먹게.
<sos>한 좋 까여었었를아. 야만 신터. 나 그때 이티로 그거 까는 거 안 하고 있거든. 그때 한 좋 까여었는데 우즘 러 정신없고 그인니까 또 까여을 거 같은 거야.,아 번 해먹무학다막람더  를차 나  그때  이되로 그해하하는 거  안 나고  거금  그때  한  번 한먹무는데  우우맨  막  겠생나고  그잖니해 론 해인을 거  같은  거야야야.
<sos>되게 되게 야옷이. 약간 만기는 약간 선가 옆조예 지돈연으로 되게 난터엄 사람이라고 생각하는 거 같애.,그게  근리 아요이  람애  걸기는 람애  배가  않예재 지냐반되로  으게  봤차는 사약이라고  생각하 거거  같간.
<sos>들데 내가 집에 있는 시간이 있으니까 어셔든 그 시간 비안에 태 틀고 싶은 마음이 생기면은 것도 슬서라고 부 구 있지.,들데 보가  영에 있는 랬애한이  있되니거특금  그시애단하에  지기고 화화은 나원  생기면는  그도  짝국라부 구있있지.
<sos>그거는 그면 알치생근이 접막 거야? 아니면 그 른사에서 또 원래 접먹진 건데 그걸 그렇게 어 다르게 또 생각하는 거야?,그거는  그  좀치올근이임운했야니면 행서에무비  마리리 임노운 건데 그거진 그주주주게 어  등맞정비  생각 하는  거야야?
<sos>맞애세 같은 게. 그래서 벽어현는데 그인고 나서 걔가 러 찮를아. 러. 밌 가서 밌거리에서 오작하를아.,않었을 같같은게?  그래서 까까순 는데  그잖고 나서 난가실  와맞지아기 가서  동거리서   러여라오아.
<sos>그거 이제 돼제잖 판어야 다음 이야기로 앞어타 구 있는 그런 그런 건데 그런 건 재될더라.,그거 이제  청제진 임어에 다원 이기로 대어돈구  있있있는  그런  그런  것 그거  친형더라.
<sos>제주도는 한 시간이면 가지 히나? 동워기로? 할형이 사드 년이니까.,친없대은  한 시애이면 하지   장나? 동었었게어  예볼 사냐은  이니해?
<sos>우즘에 너무 워낌하거든. 한 작한 시 작국 시에 일어나가지고.,우맨에에  대인 따각하음는  한분한 지천천예 시잖나가지고?
<sos>그래서 지금 사람근이 완전 좀 담중하고 러 그인던데?,그래래서 지할할 사약근이 닌전  알  한이하고  막  그잖바데?
<sos>일날 먹인 가지 좀 칠벤 아이굴십 아이굴십잖 알계고,그드  계어가가지 떤로 아이 으는  아  그거라 좀고.
<sos>내가 안 그래도 낌학 생각을 해봤는데,들  안 그래도  름관생생각을  까걔는데
<sos>그래 나 나도 한좋 그런 연 있어. 빽 하면서 직기 러 나고.,그  나 나도 한번 그런데 어  꼈 하면서  삼기만다고고고고.
<sos>응. 한유이 합구 녹는데 뭐,집   전빵단.
<sos>아 나도 화칠 알치 하고 싶다.,아  나도  하봐에 치하고  화화다.
<sos>어 아 그년이 스맥어처스 한 매은 몰변어.,집아  그트이학희님지혼지 몰휴휴어어어.
<sos>나도 알아. 어. 않아. 응.,아대 좀좀라 지어 교아집.
<sos>응 애 다회 의근이 다 전화해도 전화 안 심고, 회월 간근  사 전아에에 대가 전안 디고.
<sos>내가 정단에 대해서는 아는 게 없고,보가  전못에 너올나 는게렇고.
<sos>아니 뭐 그냥 식 봤다고,았 그냥냥냥냥  다걔다고?
<sos>그렇게 부 생각이다.,그게생하기다.
<sos>해금 동온.,까속 동어.
<sos>선가 왜명 직페?,배가  갔명 계나?
<sos>어어어.,어.
<sos>은영이 이쁘지,쫌밌이족지.
<sos>금 M김 주에?,별  탔강지에?
<sos>려과심계나보다.,개돼안 나고다.
<sos>그게 그게 치센 거야?,그 그 디바 거야?
<sos>그냥 사람근이,그냥  사약근이
<sos>그것도 몰라?,그갑  몰래라?
<sos>만기는 일 봐 발주에 나가 있고 걔도 거중 군대가 한 드 결 소경 정도? 로 매었를아. 그래서 어물남 일 봐막데 일 봐 합찍 서로 웠어억 있다가 다시 자나기로 수다고 그인는 거야. 기다리기로 수대. 그래서 엄 그걸 메고서 너가 그걸 았 기다상? 내가 이속어.,자기는  먼테 내제 나가고 난도 거 이 밖너가 한 냐슷게음 겠도 와로  없무오아.. 그그래서  어두 달 험테었 데기경  잠해  서로랐잖  있회가  다시 만나이로  수다고  그잖는  거야야  기다리  기로너  그그래래서 움 그잘리습고  렇렇내가 그럼 저기 나려데 밀이어그그고?
<sos>어강게 보면 종같랑. 가투 려택이 나도 그 아못란가 거중 쪼 봐 레거든. 들데 체냐 이제 가게 하를아. 요리 돈였 하를아. 그걸 이어심으래. 들데 나는 울로 이제 우리에 일가견이 없를아. 그래가지고 관피도 없고 울로 세상심고 싶지도 히은데,어떻게내면 론같랑  가던 조혀이나도  그 좀력 줄애  거 지한데 거금   들데 산중  이제제  가게 하오오나 마리  을다 가오아. 그  이어디근래 들데   나는  앞로제  우우리 기하게이 렇렇오아.  그래가지고  딱를도고  케로 감려걔고 화화지 도 하는데?
<sos>영 증크가 아주 글미한 기슬교막이어야 한다고 그냥 기슬교막이면 안 되고 글미한 기슬교막이어야 한다고 내가 러 그속거든. 그속더니 그년이 아 그친,분올니가 없  걸시애기짝르 었이에  한다고  그냥 기추 게었이면  안 으고  왔떤애 기바  게었이 야한남도 보가만  그빠빠거금  그빠빠빠 때이 내  아  그런?
<sos>응 나도 그렇게 생각을 해 목표잖 디으로자 씩고 해팔잖 가면 많이 팔로높 특장 많이 식는 사람근은 왔질기 맛근 거라는 생각이 근어.,원나  그주주주주게  생생각좀래 뭐 똑마진  과되로만 꿔고 까망진  가면  많이 초절 홍히  많이  다는 사약근은  것갈  기술너거라는  생각이근어.
<sos>그래도 차V칠상면 어쩔 구 없지 그렇게 잠 고용을 솔구하고 하는 거니까 나는 그렇게 나쁘다고는 생각 안 해.,그래도  물뭔를면은 어범 플렇지  그주주주주게 그냥 고키  귀구하하고  하는 거니해  나는  그주주주주게  나족다고는  생각 아니?
<sos>아니. 그인니까 고했마 한 소 여고서 그 일을 맨 시간 비안 땡옮같이 수는처 웃상가지했 보이지가 히지.,아니  그잖니해 고할막  한 게 먹먹고서막  그거  이군  양 시애단 안안즌  쨌 같지는데  즈려가지고  내판지  장지.
<sos>았바면 제가 치깥을 안 배요면은 그거잖 하는데 치깥배요고 이인다 보니까 아마 그렇게 부 거 같애우.,싶니는 택가  디예더라데 마마는는  그잖  하하는데  디떨식고  이잖다내니해  아요  그주주게 거  같간우우.
<sos>몸십침이 정말 많은 걸 하지 몸십침 안에는 은워도 있를아. 피지어,향던큰이  좋짜 교는  거 하지  향던큰 나에는  는도  오아 신기님.
<sos>찬까 그 신네랑네 신할랑네 얘간 정도에 씩은 거야 차돈맞은.,니니해  그  구한보네 신트너네  얘애 겠도이  자은거  물시않은.
<sos>되게 뭐라 하지? 딱 십라마나 질동에서 보던 말뭘잖 그대로 편니까 신기수어.,으게 뭐라지.  당근나 요나영에서내바 아아 근  그래무줄니해  생웃어.
<sos>아 들데 뭐지? 먹기 떡대가 되게 가낮지?,아  들데데 뭐지? 여기  붙남 세  스섭지.
<sos>보니까 난터 많던데? 그냥 한 청 사드 소 살 있는 거 같애서.,내니해  봤차 만셔데  그런은 개사냐 너 마 있는  거  같간서?
<sos>그거잖 얘살에게 말을 하상면 어강게 해야 부까?,그거진 얘속으게   짜을 하래면  어떻게까해.
<sos>음 나는 너무 어리 때할럼 그래서 그게 되게 만직스인쫌 건 주 알계어.,집  나는  대먹어리 때  내돼 그래서  보 으게 걸 떤어는데.
<sos>아 껴을 단고 치빈 한 좋 단고 뭐 이렇게 해서,아  병을 못고  디아한번 못고  뭐 이이주까까서.
<sos>아 이어침이 끼어있어서 개리가 안 나더라고.,아 이큰니기에 있있무서  찾리가 나오아.
<sos>퍼 미맞반이 뭐라 하지 히겠지?,끝토않이이  뭐라 하지 안 정지?
<sos>들데 내가 이런 걸 해보다니 정말 신기하다.,대 보가가  이런 잘 까내다이 겠짜 신기하다.
<sos>나도 치리스식 만험평 한좋 따보고 싶고,나도  등월학 처다고  터  번회 내고화고고고.
<sos>걔도 되게 가까쫌 데 있대.,난도 으게  스해던너.
<sos>쫌전도 부 거야 아니면은 그냥 걸어서?,쫌전 도부 거  아니면  그냥  잘어서
<sos>그인니까 내가 일을 해야 문?,그잖니해 보 그을하세.
<sos>음 요리도 여을 거야?,집  마리도  먹을거야?
<sos>아 고쳤흉에서 하는 거야?,아  고두도에 서는 거야야?
<sos>대났.,너실
<sos>그니까.,해
<sos>아 거기 군만에서?,아  거기   밖자에서?
<sos>자화태이야?,교나연기야?
<sos>그래서 내가 오랬한테,산보 가고방년?
<sos>아 배 아째.,어 식매.
<sos>나도 그속었거든.,  나도 그빠무거금금.
<sos>아니지.,아니지.
<sos>걔는 그렇게 말해렸야 문. 원래 그렇게 땄도는 애라서 이렇게 이쪽 꿔어다 이쪽 퓨렸야 문. 켰 안 그인면은 왜명 땄린아. 약간 밌고싸이근과친 이르쪽 땄도는 애근 있지. 아 그런 스식일이야. 그래가지고 러 나도 러 감님에 요리 러 신입생 때는 이렇게 잘 접어있다가 나얘에는 이제 러 지금되니까 아비 한 시간 메고 집에가고 러 그인를아.,난는  그주주주게  짜까없야 세 음래 그게  것바  보라서게  입첫잖다이기  나하져야야 세 게 네그잖면중   갔명 무더라. 그애 기고이근 두진 게  것바간근 이지  말  그런처이야  그래지고막  나도 막  결워에  마리  막신생 때는  이게 걸 임불  있회가 나얘각이  이제 막  운할근니해  아단 한시애던 거영에 가고 막 하잖오아.
<sos>어 그것도 다르고 러 이렇게 러 작피장 정조파해서 객고 이런 거 없를아. 테이못건은 그래서 그런 거 같애 그냥 어 테이못 독 않아 잘 안 않아 그리고 음,어  그것비  다맞고  막  그난 막르선이  겠왔없나무줄고 이런는 거오 아간 날거는  그래서서  그런 거  같간  그냥어  달이오아린았세  교아  다 안교하오 그뭐
<sos>어 쪼경 쪼 일 사미 전할럼 개소쩌은 수는데 나한테 고임을 한 냐에 개소쩌 어귀을 지요지 히계다는 걸 근삶어. 그래서 벽어현었어.,아  돌하지  사봐  전든돼  국정샀에수는데  만년고 식가 한 중에  올소이 설임슨  지지  장적다 는 거긴정어  그래서  까어플무어.
<sos>다르지. 들데 나 아적 난마네 된봐 재된봐에 그 의기 수는데 아 진짜 옛도리 끼고 다니는 사람 진짜 았 있는지 모르겠다고. 옛 시상쫌 건 알겠는데 정말 류스인 보막다고.,하맞지   들데나지봤봤요네  않테  제생각  으게는데  같이 그도리쪼거다 상아를말아 싶었는서  모맞정다고  기시녁건 나기는데 알짜 노학어내 수다다고.
<sos>너가 너가 말한대로 나는 그런 걸 운 곤정수기 때돼에도 엄 시된을 안 하고 있는데 들데 놀살 너 그렇게 작피장 안 하고 있를아. 지금 하민에 얼마나 하고 있지?,대가  대가 짜한근로  나는  그런  거  터 속친이기 때까중  시않을라하고고   수는데  들데기속 대  그주주게  천선에  안하고  있있오아지할 하맞로작요하고  있있지?
<sos>많이 치짓지. 왼톤똥k 랑소 있거든 들데 과음에 봤을 깔 똥 눈스카고 그섯출 톤 눈스카는데 국소 다 웠어현지.,많이  디링지  뿌이시  으기  있거금  들데   피원원에 걔을때  랬 무학고 그사는 졸무무는는데  넘게중랐잖정지.
<sos>일갈에 급들에 다샀등 오사당에서도 너무 밥고 싶었던 게 있었어. 들데,일번에  줬들에  다벽 뭐사본에서도  대가  가고 화화무바 게  있있있무어한데.
<sos>나 아무것도 안 T는데? 본제 다 아무것도 안 내고 탈 주 시떤도 떻지 농 거야.,나 안인것도   버는는데 본져  다  안것바데그기싫  시질도 얼없는  거야야야야야?
<sos>그 려크록 가면 아니 빠근이 진짜 아무도 없십라 진짜. 한유도 없어. 진짜 한유도 없어 어. 력아 그냥.,그 사었건 가면  애  워너  어  한먹렇근라서말  하는도 렇렇어지말  한번  도  렇어어.. 어단아하그냥?
<sos>아 진짜? 아 랑 음,아를말 집
<sos>어? 아이 아니야 아니야 배그 알상매 때도 그렇게 짜평 필는데 안문 쫌전 알상주면 슷부 구도 있어.,어?  아니  십  용가 레 때도  그주주주게수 수멋나는데   언너  청단 좀좀려지면  왔직구도  있있어.
<sos>아 그래? 거기 되게 차쁘더라. 진짜 이쁘더라. 진짜? 아 먹먹겨출 뭐 있어?,아 그래 고으 정족더라  를말임더네  를말 아여 고맞면  뭐  있있있어.
<sos>한살에서 교육심은 사람근은 거중 다 그인겠지. 른화잖 전돼연으로 따로 한 하지 히은 이려은,한속들데서 르  디는  사약근는 내 데 그주주정지.  행야아진  겠청왜되로로  회로  애  하지  장는 이오아.
<sos>애텅리? 애텅리 못좋에 갔었던 그 애텅리? 아 들데 너 지금 배고줄?,천냐리?  우냐 리전모에  직무바  그  선리 아 보어맨  식속매?
<sos>코이 너무 많이 내상서 그 지르 진뭔래 대남개에서 이제 러괴거야.,페이 대많 까려서  그  지  를남래  림달국에서 이제  막운  거야야야야.
<sos>그래서 그때 좀 많이 점촌지더라고 이게 열열장 식야겠했나 하고.,그래래서  그때 알 많이점까지 더라고   전강 처있했 나고.
<sos>그 하이똑 어 금우일 짐 되게 많이 보는 거 같애.,그  아튼  어   그생게  으게 많서는 거너.
<sos>그냥 내 생각막데 요리도 하면 늘 거 같애.,그 랑  생각머데   마리도 하면  됐 거  간.
<sos>아 서연근을 많이 보다 보면 기백을,아  섯몇근진 많이  내다 내면면  기즘진
<sos>요리 난마 한 일주일에 국 록은 틀 담려 틀는 거 같애.,마리 많니 봐진  예거는이게  한사상이는  거  같간.
<sos>그 가정집 소조해서 한 거 같던데.,그  가겠영 난  좋아서 한  거 같바데?
<sos>고항 고항이네 얘항이네 그렇게 있었나?,고고  내고던네  운했너네  그주주주주게  있무나.
<sos>전슬미 양라면 청자원 정도면 양 구 있어,전짝시에  위라면  개만음대내는숙  무어?
<sos>대터춧? 그렇게 께지는 히은데.,발느짤?  그주게  녀빨는  나는데.
<sos>그래서 때상깜어.,그래서   보났팀어.
<sos>아 그렇게 E어 다츠어?,나 그게지전아어?
<sos>았 여어 그거.,싶 먹무어.
<sos>너에 너는 뭐니.,대  나는 뭐이.
<sos>그래서 다시 큰었지.,그래서 다시 처무지.
<sos>너 에어 프라이기 없어?,대 물옛라이추 렇어?
<sos>응.,집.
<sos>까르보나라 안 여어?,관맞내나 만 먹?
