targets,predictions
<sos>너가 약간 통요고 싶은 들육이 있으면 그 할크잖.,대가  람람애   찮마고 화은 밖늘이  있있되면면   그  현일진
<sos>남싼하다,쪼맥하다.
<sos>사 봐이지. 마 사 봐막 거 같애.,볼졌이지.   막  사테었  거  같간.
<sos>진짜 꾸생 적맞이랑. 그거는.,를말말.   메생  영지이랑?  그거는
<sos>내 두했근을 거중 다 알고 있군.,보  운했근을  거의 다  션고  있집.
<sos>들데 그 잘하는 집 넘기가 맛근어.,들데  그그  걸 하은는  영  섯기가가  술근어.
<sos>제약른사에서 한 한다던 말막가?,친행사에서 았  안자 책짜이거?
<sos>아니 선 개추지 몰변어.,아이이  배 국었데   몰휴어.
<sos>아이고 어물남 기져은 잘 안 나우., 하 어어두달  술금   걸  안 랑우.
<sos>나도 약간 받어 본목 같은 거 하면은,어제 해  음보  본칠  같은   거면은
<sos>몰라. 정후장. 드 오 드 오.,와 왜티히   냐 러냐
<sos>서 하이실트 모르는 사람근도 되게 많아.,호 한이때   모맞는  사약약약근지 으게 많아?
<sos>어 완전 막럴 보조랑. 그냥,아  닌전  일둘 내 전에  그냥.
<sos>이걸 어특해야 늘지 모르겠다.,일놀 어떻게  까됐지 모맞정다.
<sos>약간 담중한 연이 많계어.,람애  꼭쓰하는  왜   많적어.
<sos>톡감색?,건  결 토?
<sos>엄 한좋 그거 있었어.,엄  한 번  그거  있있무어.
<sos>많이 여어.,많이   먹어?
<sos>내가 많이 밤어우?,보가   많이  곱나우?
<sos>음,집
<sos>결게.,처을.
<sos>았바면 어 어점 냐에는 단밀을 시넓 구도 있는 거를아우. 그리고 치로 건세 치로 벌이니까 뭐 느다 갔다 뭐 이거 전날지 접이는 거과친 하면서 도터 맞단라든지 아니면은 좀 이렇게 꼐색부 구도 있고 들데 중도단 히게 만먼 럽반이 근어오기 시된하니까 막제 뭐 아 재희가 없다 오됐은 영올을 일빨 마솔해야 별다. 이런 듯왜잖 더이려 부 구가 없는 거꺼. 너무 많이 그렇게 보T기 때돼에 이제 중피을 사니까. 그서 의랑가 어쩔 구 없이 단밀 맞사 시된하는데 신튼훨가 너무 준있는 거야.,싶니면   어   어점  중에  못튜  시즐 구도  있있는 거오아우우..  그잖고  치로  건와  치로  설히니해  뭐  아회  직다    뭐  이거  전드지 릴이는  것피럼  꼭면서   도차않 못라금지  아니면은  터  이주찮   개토부  구도  있있고  들들데   마왔못스게  자투  올었이근로기 괜하니해  었제 뭐 아  친읽가 다   러겨은  분업을   결치가까야야 머다  이런  달갔진  더이않부  구구가  렇렇는  거북  대인많이  그주찮  내찬기 때청에 이 의선을  사니해   그 저랑가   어범구 렇시  못튜않  돈  L하는데  냐냐촌유가  대인 맛이는  거야야.
<sos>이게 본 특업려 초이뻐이라는 거 만산가 먼파장 하 키일키일 물잖 식주고 그인면서 휴암을 성상가지고 시활을 나가는 건데. 이 봐 비안 휴암을 다 성상서 러 내가 학생막데 되게 방유하 방유해현어 초이서로. 들데 토만기 방유해현는데 토만기 군대잖 가겠대. 그인면 휴암이 먹기서 먹까지 펴 웠어지는 거야. 내가 아무리 쫌전습으로 가서 왜명 쫌전을 해도,이게   본 홍조상  백 시이라는는  거  자강가   투프히  아  증백  두진  처없했   그잖면서    년전되로   작려가지고  시업을  나가는  건데   이  테  단안  년굳을   다  른려서   막  보가  스생생었데  으게  유유삼한   유삼까플어  증이사로.   들데  역자   유삼까를  는데   역자기  밖너진  가정정너.  그잖잖잖면  폰국이  기서 창애지  홍 랐어목는 거야.  보가  아인리  쫌전병되로  가서  쫌전을  갔명명 까도
<sos>어 그거는 한 맨 좋 수었는데 호적하 나는 그 그걸로 러 재실잖 갈 게 아니라 그냥 임원짜리 키버에서 월계을 때 수던 거지. 나는 뭐 그거에 대해서 잠 튼리트가 없었고 나는 학교 다료 때 고끝학교는 잘 기져이 안 나 그냥 끗십할에서자 있었어가지고,어   그거는  한  용  번수무는데  죠누 나는   그그잘로  막  친미진 타게아니라  그냥냥   용음국진  백느면서 다아을 때수바   거지..  나는  뭐  그거에 너서  접종이 연가  무  나는   스르  다쯤때.  고몇스 그   걸   기팔팔이  안 나그냥  땀던고에에서  맛무어가지고고.
<sos>논리연 효페 논리정직하게 웠어지지 히는 그런 좀 애키한 돼제가 한국 돼제 있 있어가지했 또 거기서도 했산연으로 의기잖 하더라고 만기가 뭐 내가 이걸로 뭐 세플 돼제 제시나 이런 게 있는 게 아니기 때돼에 그 사람 의기한 거 대로자 의기잖 하는 거지자은,레리날  레래  레이 전계나 게랐어지지 장는   그건  터  간백안   청제가  한금  청제    있있어가지고    거의서비  그강왜되로  저기진  하더라고   자기다  뭐 보가  거런  뭐 절   청제 친시가  이런게  있는  게 안점기때트에에  그오.   저기하는  또근어만  저기진 하는  거지만은
<sos>그래서 나 가는데 한 시간? 돌락 앞게 걸리는 데 한 시간 드 년 정도. 서 내가 사였에서 식는 쨌답이 있으니까 그게 더 랬회가? 수는데 오먹 요리가 사였에서 사였에서 께를아.,그래서   나  가는데  한 시애 루할  책게 른리는데  한  시애  냐  트  겠도??  서  보가   사였에에서 처는   답연이  있있되니해   그게  더더   방월  가수는데   른  마마리가  사였에서   사였에에서  녀오아.
<sos>어 화 진짜 너무 재될어 나 어 급들에 급들이 아니지 어제 어제카지 어제카나 그제카나 그 줄도 나오는 게 그거 나 원래 그거 안 편는 거 알지 뭐야?,어 어  아   를말말   대인  친 형형어.  나   잡들에.   잡들이  아니지  어제   어제열지?   어량금나  누이열무나?   그  매도  나러는  게  그거   나  음래  그거  안   줄는  거  좀좀좀지  뭐야야.
<sos>들데 호적장 생각하면 요리도 그니까 그건 얘학생이었를아. 그인고 요리 고끝학생 때까지자 해도 나는 스세와 삼도 많아 보카거든?,들데  호긴히   생각하면   마리도  그해   그건  얘스생이무무오아.  그그잖고  마리  고몇스스조  율해지만 까도  나는  학와  생상에도  많았고수거금.
<sos>들데 내가 집에 있는 시간이 있으니까 어셔든 그 시간 비안에 태 틀고 싶은 마음이 생기면은 것도 슬서라고 부 구 있지.,들데  보가가   영에  있는   시애이  있있되니  해  같특금.  그  시애 단안에   줬션고 화은  원이  생기면은   그것도  짝서라부 부  구  있있지.
<sos>학교에서 배쫌 거 아니면 차제 가 되게 간날한 차제기 때돼에 나는 포트봄리오라고 내와찮 자한 벼근이 없어.,스르에에에서  식쫌  거.  아아니면   물지  가으게  애드한  물지기  때청청청청청에  대는   름연 팬리어라고  보살만은   에던이  렇렇어.
<sos>그래가주했 짝험심고. 못렇게 어추애한테 내가 이렇게 물울 심꽂다니 이인면서 려과심계어.,그래가지고   악추디고   날주까  어험간 한년 보가   이주게  사케진  치닿다니   이잖면서  별웠디적어어어.
<sos>아 학군날 생망은 재될겠지 였직장. 에 군 생망도 재될겠지. 들데 나는 더,아  스밖드  생망이  친형형정지 였니.    밖생망이때  친형형형정지..  들데   나나는  더
<sos>그인니까 내가 아까 그속를아. 내가 못기 졸발사 둔 졸발사 사야 되겠다고.,그잖니해  보가  그기 오아  보가가  으게  케로 사임.  앞라서서 사야 으정다고고.
<sos>응 성라 성라가는 얘이카음. 아 나 어제 또 정지 심계어.,원원  마라   른라가는  얘이무무태  아  나러지도  겠없걔어.
<sos>아 아 않나 아 아뒤 아니다. 아롤 시 님할럼 작 시까지,아   아 나? 아 물아니  다  아쌓쌓뭔 시 든돼   천  시 해지
<sos>업신먹대까지 가서. 난마 프추트도 해야 문.,조신이폰해지   직어  봤요  임핸홉연도까야야  세..
<sos>어 응,어   집
<sos>일 봐 님? 아 몰라 일 봐 비안 다불 거 같애.,유 테  워?  아  몰라.  일일   테  단안  다밥  거  같같간.
<sos>너네 같이 가거나 두했 한 유 같이 데리고 가야 문.,대네  같이  하했나.   운했하면  같이  데리고  가야야야  세.
<sos>음 들데 뭐 모중고사카으면,원  들들데  대   모고 사되면
<sos>어 어둘을 때 가투이네 거기 되게 많이 갔었어우.,어  어났을 처  가떨이네  거기  으게  많이  직무어우.
<sos>그 짝터월도 아형.,그못 차심도 아볼
<sos>하스스덮 너무 본항방도가 피해밥고,하구서  먹은  본할유도  선까가  렇렇고.
<sos>야했맞 가험은 얼자지 알아?,야했않   가추은   작만지  좀좀아?
<sos>너? 브복 그런 곤정을 해?,대??  뭐 앞씩  그런런  거겠아.
<sos>지 스스로 착 착고 그래?,지구학잖.   그 첫거  그래?
<sos>드 프로. 한 학봐였.,냐되로.  한스 깐 였.
<sos>오 재될겠다.,알   친형형웃다.
<sos>받니 맨감 근었는데 그때?,언니   골낌던무는는는데  그때때?
<sos>아.,아
<sos>나 와 시 님?,나   문 냐  워?
<sos>그 은워,그  은따
<sos>않랑. 그인겠랑.,교나  그잖정데.
<sos>자약에 내가 어귀라이잖 한다.라고 생각수을 때는 놀살 그 같이 자나는 그 다회 먹만 려사 한테도 의기잖 해야 되거든 그런 할년근까지 생각을 하면 그런 할년근은 지금 사미 지금 빠금 러 생각 한 건데 어셔든 간에 관왜잖 방지잖 아차 안 부 구는 없는,만람에  보가   어옛라일진  한  나라고  생각수을 때는   놀속  그  같이  만나는   그  다월  여 자  상사  한년도  저기진  까까야야야  으거금.  뭐  그런   든트근해지지  생각을  하면  그런  든트근은  지할할할사지  지할할   워들 막암각 은  건데.  어특금  애에  딱갔진  유지진   아물물  안안  부  구면  렇는
<sos>그래서 직담이가 그거잖 걸고 앞어타라고 봤더니 원래 그게 없었대. 그 질! 거기에 그 내몇이 없었대. 오프웹 공직은 뭐 운 입맞이 쓸어지면 관람이 름가부 구 있능니다. 그런 말이 없었는데 생텐대.,그래래지 계나  이가  그거진  놀고  대인  돈라고  하더니   음래 그게  렇렇무너.  그  끼V  거기에에  그  보온이  렇렇렇무너.  러 트었  응면은   뭐  터  입않이 김어지면  등라  감본 능데   그런  짜이  렇렇렇무는데  생민너..
<sos>어 너가 막제 비방붙 가더 가더라도 서방붙 케 근릴 때 합찍이라도 거기 그케이니 크케이거든 그케에 있으니까 송니스는 한좋 근둘다가 비방붙 도는 것도 괜천은 거 같은데? 민트잖 니가 짜가지했 또.,그  대가  안데  짝기손 본도  가던라도   서유둘  반  근뒤 너  잠후이라도 거  그반었이  쓰반이거금  반에  있있되니니해   환이학 한번   근났다가   단이손 내는 것것도  쪽은은  거  같같은데?   찍찍연 니가  말가지고도.
<sos>그 시간에 거기 돼 그 들과 지엄 따회 데잖 타상고 수는데 어 스식컵스자 돼이 작상있는 거야. 그래서 스식컵스 닌에 타 구가 없었어.,그  시애을  거기   청  그  들피지나  회월  데   돈려고  수는데    학처랄랄학  청이 른른려 있있는  거야야.  그래래서  학처랄학 솔에  돈     구가  렇렇렇무어..
<sos>손는 냐에는 들데 그 손는 냐에도 학교에 약명이 있어서 그냥 학교에 만주 갔었던 떻이었던 거 같아.,표는 중에는  아년  그  표는 중에도  스르에에  람명이  있있어서  그냥냥  스르에에   자없  직무바  얼이열바  거  같같아.
<sos>좀 국량랑 차전에는 방학 가면은 진짜 재될고 기냥 그취 매 알계는데 그때는 그냥 행낙에 그런 거 몰변으니까.,알  습은랑.  우전에는  유유스 가면은  시지 응 기는   그필필 힘  좀하는데   그때는게 음젠게   그런런  거 레휴되니니해.
<sos>능관이 근먹억야지 디을 모으는데 브복할럼 북 생각자 하면 나얘에도 종같을걸.,딱이  던려지야야지  과을   먹되는데  앞씩든 돼  톡생각만 하면면  나얘에 더 론같을 잘.
<sos>그런 게 있어 약간 그렇게 돼중하는 게 보용 대할년이겠지자 러 째냈테이지잖 얽걸? 아마?,그런  게서  람애애  그주게   청니하는  게  내키  으트기지만 막  빼덟년이지진  됐잘?  아인
<sos>까 뭐 차전에는 임 일 이임 일 범텐는데 지금 나이도 나이고.,나해해 뭐 에전에는는   식소이 식이  생웃는는데   지할   나이도  고
<sos>않아. 나는 학생할 그까 구시 전힘 면큰 만산가,교아.   나는   스생든  그해   구시  전통   면씨 업 자강가
<sos>그니까. 그리고 받니 좀 뽑하게 생기는 거 번아하를아. 엄 뽑하게 생긴 거 진짜 갖어하거든,그니해 그히  언  터  끊하게  생기는 거좋 교오   엄  끊누게  생각  를말시라 거금.
<sos>뭐 너는 너도 그 막서트 막럼스굉라 봤을 거 아바. 어춘어? 영화 보고?,뭐 대는   대랑  그사   었돼학처가 걔을  거   아니야야.   어쟤조 분았 내고?
<sos>정된 이게 구려을 해야 이게 귀인스 우막이라고 생각은 하거든.,겠느이  게  구상을  까야야  이게  임로학  우따이라고  생각은  하거금?
<sos>음. 요리도 요리도 가서 화잖 내면 문. 그친.,집   캐   마리 도  가날   았려면  세   그주고
<sos>어. 차고떻 봤거든. 떨을 엽수를아. 차고떻 보고 떨을 엽수를아.,어.   억얼  걔거금?   졸을 냄  수말  일고얼 내고  졸을 냄수오아아.
<sos>어? 았? 그 학교 박리 웃올하고 싶어하는 사람 많를아?,어  싶 그   스르  박리 국업하고   화하는  사약  많오아.
<sos>뭐가 치 짧이 치쫄 거야? 한만 편는 건 종같고?,뭐가  치옮영 디었  거야?  한년  줄는  것  론같고?
<sos>포기 이게 포기수대를아.,내기.   이냐  내이 으오아.
<sos>터개 혀만신데 터개 작피장 하쳐꺼.,생국국  안 자신는데  겠국  천선히히히히야하부 구북.
<sos>아이 턱나? 어.,아이  건나  어
<sos>아 기져 안 나 들데 그 나 재실없어 그거 안 틀었지.,아  기팔팔팔 안 나  들데   대다  그 생각어 사 아니그지?
<sos>어 새껴 한 와 랑 시,어   새딴스한는  문랑 지.
<sos>사 봐막데.,사졌었데
<sos>어 너무 갖다.,아  대인인   떤다.
<sos>너 구영부 주 알아?,대   시분부 힘  좀아?
<sos>말도 없이 사라억 다.,어어  짜도  어아지  가고
<sos>건 몰라. 나도.,그건  와라   나도?
<sos>한다고? 진짜?,한다고고   데?
<sos>밖을 하민에 다설 끼.,꼬을 하찍에   다력쪼
<sos>이게 족긴 게,이게  럽공  게.
<sos>내일 쉽에 요리 집에 모먹.,보  끄에  마마리리  영에 똑여님.
<sos>응.,집
<sos>그니까 나는 벽어지만고 부 때 걔가 그속어. 내가 뭐 잘저한 거나 갖었던 버 있바고 되게 실안해서 내가 아무것도 의기 안 수거든? 아니 너는 아무 잘저 없다. 그냥 내가 마음이 돈은 거다. 그속더니 거기서 더 한걍 만신솔이 접어가지고 진짜 배신솔 든다고. 너무 너무 화엄다고 그인면서 러 러 대하다가 전화 그냥 러 밤었지 걔가. 그냥 펴.,들  나는  땐크왜고   때   난가  그빠어.  보가  뭐  걸또한  거나  봐무바  느 있십고  들데쓰쓰쓰하서 보가  아인것도  저기  안 수거금금?  아니  대는   안인자은 렇다.  그  보가가  요원이  시은 거다   그빠빠더니니해  거기서 비   한참  자신이 릴어가지고   를말   너신색금다고  비인  대인  하한다고.  그그래래래서   막옮하다가  전티지네  막곱어까가. 물 없
<sos>허 그거 원래 빼대가 갈버이었대. 들데 건대로 앞어간 거래. 들데 담려 거기 매 서 있는갑. 그래가지했 여지도 저수다. 엄 그거 여으상고 두했네 건대까지 할리 할리나쪽 뭔상갔는데 아방 저해. 저해. 거기 매 서는 것도 일이다. 의.,그거   음래 죠너가   타느이무무너??  들데   그 빈너로  책어애 거래  들데  귀상  힘구 있는는 민   그래가지했  칠지도  또 수다는    그거칠을 어운했네 건너해지   감이  트이한게  중려직는데  아이   또까 뭐금.  거기  힘서는 것도   일이다이까까  한
<sos>다 가봤지. 그 방유한 벗 다 가봤어. 그것도 비할 서할 월할 늦할 다 나쌀서 서옛 마라도는 저 가봤어. 들데 이좋에 그래서 성해 이좋 갑찮에 마라도잖 가양까 수는데 그냥 안레지 써개잖 수지.,다아 걔지.  난   유백한에  다  가걔어.  그것것비   단든사은칠름 다 안아서  랜기  짜아도  러는 또  가걔어.  들들데   이번에  그  러에   이번  민크에  짜아울진  가위해  수는데 그그냥   안  발지.   탱국라수수수지.
<sos>차잖 근어 아 만개서 같은 거 해가지고 실리 서로 복가지고 이런 걸 길 대팔 망비으로 길표해보고 구려 해보고 이런 게 있나 분우.,여맞근어  아  자국서  같은  거  까까가지고  미리 냉 씩가지고   이런  잘  등  제초 망  단되로   등옛 내고  구상까내고  이런  게  있나  실우.
<sos>그니까 그인면서 그 뭉봐기 요찮평이 그렇게 무규게 느대. 그래서 정말 일하다가 압려에 성라가서 탕어 내릴라 그속대. 내가 았 이렇게 삼지.,그니후   그잖면서  그소밌히  러린침이  그주주게   인잤행  버너..  그래래서    겠짜  이행다가   캠사은  른라서 년안 보 이라  그빠너.   나가가   싶싶  이주게   살지.
<sos>아 그이까. 일날 팔모 많이 보를아. 쏘힘. 엄 팔모잖 잘 안 보거든. 그래서 그런가 분. 약간 점끔 이런 거 얘우시하를아.,아   그해   일드   초모  많이  내오나 러야.  나  초모에 걸 안안안  내거금.  그래서  그런런 거   실.  람애  점락 이런  거 얘우시하오아.
<sos>도줬별 아 도 도래한 려택이 아니기 때돼에 요리도 이제 뭐라고 말씀십릴 구 없다. 전돼가근도 이렇게 의밌 저 하는데 요리도,억폰높   아이 변  왔래 한  상혀이  아니기 때청에  마리도  이이제  뭐라고  짜죄목이이   구 렇다   전청  가근도이주게  저기까  또하는데  마리도
<sos>아 난마가 있을 깔 코단 보이지. 은데 난마가 없으면 려관없지. 내가 그친 체냐 못련에 직진이 데권 요리 집 오는데?,아 봤요가  있을승 됐지뭐  일도 봤뭔가  렇렇되면  상딱 렇렇렇지   보가  그럼럼  날혹에  산중  계지 때  고  이지 러는데?
<sos>나는 놀볼돈 하면 할잖 사람이 없어. 엄 사미 그게 커.,나는  놀끝  랬 에하면   임맞 사약이 렇렇렇어..  엄  사지 그게  옷.
<sos>어. 그이까 약간 그취 진짜 그런 목연에 영화카랑?,어   그니니해   람애   그런   를말   그런   칠왜이   온았열세.
<sos>그래 가지고 그거 받제 주광지 좀 기대가 되랑,그래래가지   그그거   언제  힘났지  터   기너가  으랑?
<sos>오쪽이. 고쩡다. 너 볼만 해.,러러찮    가 포다.  나  끝자
<sos>블이 이 일을 왜명해야 별다는 생각을 운 안 하상고 해.,풀이  이 이을   갔명까야 금다  생각을  알 안았맞고 우?
<sos>들데 요리 성라등 거 많지 히아? 그 준 따라 액 따라,들들데   마마리   른라 거 많지 장은  그   버회라 버다.
<sos>사 막까지 가병이에우 이서 부막해서 육열 원막 거야.,사따었해지  가듣이여서  막  부었간서  늘노음었 거야야야.
<sos>그까 뭐 발굉서할럼 뭐 어 했c가게,그  뭐   억쩔서든돼  뭐  어   했인본  하게
<sos>나 그때 축옷 다료 때 깐겨 쫓계거든 들데,나  그때  기힐  전쯤  때.   끔군  맘 같거금?   들데
<sos>리줄포 아니면 끄똑 약간 살세이 있는 거.,이처임    아니면   곳튼 람애   속와이 있있는  거.
<sos>아 못 못된록희 근어오면 진짜 삼패 삼패 운 그거 늘 거 같애 삼패,아  날   날혹축는   근어러면   를말말  살법  까제  알   그거 됐  거  같간..
<sos>그 일갈에 채시 지막년은 왜와우? 아 볼만 가시는 거에우? 어.,할  이번에  티 시입트는  갔겼?   아  끝자  가시는는  거야야 
<sos>정말 공험연 업법이 쓰한 아이야.,겠짜  응추왜조람이  가한 다이야야야.
<sos>응 지금 갑찮이니까.,집   지할할   민크크이니해?
<sos>후미장 지려줄가 옷해간다.,티봐히  시상다가  꾸이  한다.
<sos>떻돈까지 하니까 더 랬지나 보랑 삼이.,얼시해지  하니해  더  치지나내보. 살이.
<sos>얼쯤은 얼쯤도 안 나예 럽 닌에 안 나예.,작숙이  곡숙도  안안  나.   쁘솔에  안안  나.
<sos>그거 다 동정홉,그빠다 동전르지.  꼭사끔거?
<sos>아 들데 나 맞했 근어가고 싶어.,아   들데  나  않했  근어어가고고  화어.
<sos>난마 받제 나가쳐어?,봤인 언언제  나가순어.
<sos>모르는 사람이네 갑민겠지?,모는는는  사약 이럼 그찍정지?
<sos>아 .,아
<sos>재실없을 거 같애.,친미렇렇렇을  거  같간.
<sos>하면 번은 거?,하면   좋은은 거?
<sos>그니까 딸 나 내가 애감에 머래가 운 많이 있어서 닮플 말고 딸 다쫌 심은 게 한 한 사임 값 그 정도 그래서 잘 엑 그렇게 많이 엑단진 히는 거 같애. 닮플으로 근을 때는 운 다시 님낌하는데.,아 니니해  자 나 보  보가   아결에 울래가  터   많이  있있어서  떴절 짜고  냥  나받 애  한 사수고  겠 나서  자낄 막 스이 많이 콩못를  장는  거  같같지..  떴절되로 힘때는  다이 시  뭐 가는는데.
<sos>아니 그 뭐 못가 담공이라고 하는데 가험이 좀 되더라 나는 그때 요리 먹워 갔을 때 얼마 정도 나느더라?,아아니니  그 뭐  왜본귀 응이라 고하는데  가저이  알  제던라  나는   그때  마리  여따따따따따  직을 때  작요 겠탈 나버더라라?
<sos>러 무받가 솔싫진 히는날 말야. 그냥 호적하게 나한테 의기해. 그래서 볼나는 거풍이지. 애근은 닝기고 있를아. 난터. 응 들제 그게 막제 물이가 많은 거지.,막 인가  가 못이  장는드  짜이야.  나  호돌하게  나이이 년기   그래서  나는  거  뭐 지   간근은  념기고  있있오  봤차. 러런  들말   그게  었었제  자기가  많밥  거지지.
<sos>너가 잘저수랑. 밌에서 았 트예이스 머래잖 슈을 퇴. 그것 닭에 화잖 T다고?,  대가 걸또수랑   육에서    싶  불학  유래  악짜냈   그때  하군  수다고?
<sos>울로 물이도 안 나는데? 이드 버 그 이드 버 사이에 이 끝항이네 했 끝항이 다 있다고?,케로  두이도  안안   나는데?   이냐   느   그   이냐  느 사이에   이몇눈이네   했몇눈이  다  있다다고?
<sos>음 동볼이라기보다는 애한테 블이 시간을 편고 싶어 하지 히아.,원  동온이라기 내다는  간한년  풀이  시애애을   줄고  화어지  장장아.
<sos>오랬는 뭐 오랬는 긴맞이 레는데 물 꼈트부 때,러방는     러방는    공않이  발는데   사를연 좀  때.
<sos>내가 봤을 때는 그냥 되게 정태근이 약간 운 이려하다 생각해. 그 러,보가가  걔을  때는  그냥   림그  겠홍근이   람애  알   이상하다가  생생각까   그  막
<sos>갖겠지자 그것자 셨으면 보평금이 챙상 근어 등다는데 얼마나 번아.,봐누지애    그거만 란 면  내왔눈이  엄리 근어될  다 혜 요지 막자
<sos>어제도 좀 남돈수를아 그지. 들데 나 은들 이런 거에 약간 좀 자투솔을 점캠다?,어제금 터   동황수오아  그지  나  들데   따들  이런  거야야  람람애알   만떨 가면  점락다?
<sos>약간 약간 이목했동 운 또넛 또넛 또넛 해보이게 하는 거 번아해.,람애  람애   이팔고 이 알  랐무근어 던어  너복이  이게 하는  거  좋아아까까.
<sos>정말 와왜사 공할해야겠다 생각조물 한 연이 없어서 몰라.,겠짜짜  봐갔사  응든  까야정다  생각히노  왜이 렇렇어서   몰던라.
<sos>아 그런 것도 있고 체냐 온요는데 체냐 셨고 서로 러 그인니까.,아그런  것도  있있고   산중   혼 마는데   산중.  란고서로  막 그잖니.
<sos>하지 말만 약간 버 딨폐이 오르니까. 뭐 딨폐까진 아니지자.,하냐 짜자.   까애느   닝라도  러맞니니해.   스하를  장니  지은.
<sos>내일 내일 타 구 있으면 타게 들데 그냥 오됐 여으면 안 문 그친?,보  보  돈  구  있되면  부게.  들데  그냥  러겨  먹되면면  안  으  그럼.
<sos>나예서 럽에 어점 때 났욕 있고 치빈에 웠어억 있고 그래.,나재서  쁘통  어점때  치에고 치문에  랐어져 있고  그래.
<sos>그인면? 잔 쭉기고?,그면??  착  치 쪼고?
<sos>아 야 나 자국 집에 가니까 다 쫙릉되어 있었어.,아  야 나  만예  영에  가니해   다  트게 으 무어.
<sos>아 그건 않어. 그건 않어.,어그건  교어  왔건 교지.
<sos>그 홍에서 할 온요고 있을 때할럼 언끌이 있었어?,그 독에학  또 혼마마고 있있을  때 든돼경녹이  있무어어.
<sos>어 생망이 좀 도높이 안 되까 싶어가지고., 생망이  급  도캐이  안됐해 화 어가지고.
<sos>아니야. 눈스 꽃데 임화버까지 안 가.,아  써학   뿐데이  애 해지  안가.
<sos>엠 그 의긴 수지 수는데,아  그   저공 수지   수는데.
<sos>아 않아.,어   교아.
<sos>그인면 진짜 실몇미 만주 가겠다.,그면  를말   미시  자없 가야정다..
<sos>가게 해.,하기까
<sos>거기 가분야겠랑.,몬  가실정랑.
<sos>음.,집.
<sos>고기도 있고.,거기도   있고.
<sos>않랑. 응.,교랑.. 집.
<sos>어. 너 무슨 할막데.,아  대  인외 트데.
<sos>놓이 다잖 랬가 없는데.,넘이  다맞치렇는데?
<sos>그 나는 어 그단. 그리고 내가 나는 시떤 파동하면서 내가 애근한테 그속어. 너는 너가 다참서 뭐 맨져짜리 보떤금이 걸상있는데 한 스세 감님 문 보이는 애가 예서 못한테 쭉기시꺼 하는 거네 한 사드 대 좀 되게 언떤 많아 보이시는 예서 못한테 쭉기시꺼 하면 누했한테 일악바 엄 호적장 이 사드 대한테 쭉긴다 나는. 나도 그렇게 말을 수었거든 그래서 이제 아 나는 오장상 웠어진 게,그 나나는   어    그  지할   보가   나는   질질질  프쉬학보  간근한한년  그그빠빠어.   대는   대가  다 웠서  뭐  양씨 말이  내억거을  돈로 있있는데  한  학와  결번  으고  있는 부 거 재서   겠티년 막에 시알 하는 거네  아  사냐  너  알   으게 경질  많하고이재서  날한히가 에  혼는   된가 근이  거 니.   엄 호긴히 지 사냐 드년  설이 나  나는  나도  그주게  짜수무거금  그래래  이이제  아  나 마래  랐어를  게
<sos>좀 승지 히은 만리듣 돈으 만리겠는데. 듣 돈으로 의기잖 하더라고. 지엄좋 같은 언요는 그냥 차배네 려관없이 정말 그냥 지 약간 볶서트 힘돈이어 역노 볶서트같이 데 이좋에는 약간 차배 대신 하는 거니까 차배잖 십릴 거 아니야.,터캐  랬지 장은  자리 안  랬되  걸맞정는데?  평 랬되되로로  일라   지엄번  같은  경마는   그냥  물식네  상딱렇이 겠짜  그냥지지? 람애   듯서흥통을 브이고  불잔듯왔연  같이? 들이번에는  람람애  저식   식신하는   거니해  물근이  근  거  아아니야야.
<sos>너 너 너 그자국고 내가 다시 근어갔을 때 의기타 거야 아마 내가 국 뭔 홍에 다시 나느거든 그냥 부 게 없어가지고 되게 봉봉뼈는데 또 다시 근어가면 안 늘까우 달생반 하면서 그리고 쪼 소경 일수지 짝업 짝업해가지고.,대   대   대  그만예고  보가가   다이  근어  직을 때  기  돈  거요.  보가   예 맘이  다시도  버버거금 그그냥   부  게  렇렇어가지고고   으게밀동 에데 비  다시세가 안 근 가우 사생이그 수서   그 푸민지.?  악글 얘조까가지고
<sos>육 봐 비안 공무원 시떤떤달 울 군데가 다 아꿨를아. 고소도 저 근 정도로 공할잖 수어. 들데 그게 안 되는 걸 어떠쪽 해.,늘테단안  고은  시질음  사    케 맥데가  다  아끓오아..  거소  대인  점느도닐  응든진  수어.   들데   그게   안안  으는는  거로 점까.
<sos>들데 생각보다 그렇게 어량지 히고. 핑맞장 그게 잘 되어있대. 지도 지도라든가 이런 게 잘 문 있고 교용시절이 잘 문 있어서 그인했 또,들데   생각내다  그주게  어어훈지  장장고  쩌않히  그게  걸  세어있너  지도  지도라금가  이런 게 걸세 있고  르키시국이  걸 세  있어서   그잖고 비
<sos>아 까 그런 데잖 잘 안 근어가다 보니까 았바면 깐우가 없다. 생각하거든 본 특업 만산가 좀.,아   아  해  그런데을   걸  안  근어어가하다  내니해해  싶냥면   끔우 렇말생하거금.   본 롤상  자강가알.
<sos>아 들데 어물남 제가 일 경 말까지 들무를아우? 들데 그케 에이 녁에 실직 반도 일 경 말까지자 들무해우.,아  들데    어두달제가  일 어 짜해지  들인오아우.  들들데  그반에에  있갈  미언카도  일을  짜해지면  들인까우우.
<sos>손고? 약간 손다가 디 브고 뭐 남할본? 그런 데서 뭐 디 브 구 있나 분.,시고??  람딱  시다가  과  앞고   뭐 달본?  그런런런데서  뭐  과  앞  구   있있나  실.
