targets,predictions
<sos>그 요리가 부라고 수던 그 절왜대로 진워하면은 이제 그 학교 공비 햄째스하고 그 햄째스하고 이제 부 구 있는 그런 거.,그 마리가  부라고 수수바 그  사게  너로운에 가면은  이제  그  스스르 응단괴 뭔혼고  그 터 뭔혼고제 부구는  그런 거
<sos>아이까 만기 볼만 알아보고 만기 볼만 러 시할틱 시할틱 거리더니 러 일 져 앞고 러 일져 오열 앞고 그인니찍 그냥 안 나간다고.,아해 자기  끝자 좀아 내고  자기 끝자 막냐 받시받  거더니  막 이손책고 막  이라어 노 대 고  그잖니해 그  안나직다고.
<sos>어 들데 그래도 가는 거네 가서 러 마단고 성 때 운 볼만 갔다 오는 것보다 클지 히을까?,아 들데  그래도 가는 거네  가서막 막못했  른때  터  끝자직다러는 것내 같지  장수다.
<sos>알고 보니까 다 그냥 같은 기빼사 사람근이더라고 물라리 사람근 자냐라면 기빼사가 나을 구도 있겠다.,아 러내니해 다원면  같은기무사약 근진리더라고 그  두약이서  사약근 만남라은  돌죠상가 나을 구 도  있있정다.
<sos>내일 너랑 집에서 모이는 거 있를아. 그거 안주는 뭐가 번아?,보일  대에 영에서  모있는 거 있있오아.  그거  안전한  먹가좋아?
<sos>그것도 그렇고 그전에 무슨 니트 원남스 있었거든? 한 했 경 결 했 경 창에? 들데 그것도 안 하고.,그것다 그로 그  날음에 페리 돼가 동구무거금?  안 했성 싸 내 있지에 들데  그것도 안하고
<sos>잠고모는 쓰원도에 사쨌가지고 좀 오기가 맛근 구도 있어. 맛근 구도 있는데,그거나는  준음도에 사답가지고 알  러기가아 술근 구도  있있어?  까래구도 있데.
<sos>약간 그 소그 세을 대부 때 엄 운 킹이 나.,람애 그  독할되진  너부 때 심알  거기나.
<sos>그래서 그 어귀 무서행서 지쉬어.,그래래서  그것임 인서못떡어.
<sos>않어 서C 많이 깐우수던 것 같다. 터봐 주풀 그거는.,교도  찾진  많이 끔슨바 거 같같다.  겠면 냐너해거는.
<sos>그취까? 코에 온먹서 앉빡한 데 근어가서 어 어 어,그필해 대겨 혼여서 던뚱너 근어직어? 어.
<sos>알치생근이 일을 하는걸. 그래서 그인는 거야. 막구막왜시닐.,아 교은근이일다 하는 거 마  그그잖잖는 거  었생너 좋어.
<sos>그래도 잘 지내쳐나 보다. 아불가? 아,래도 걸를에죽나다.  아밥가?
<sos>그때 벌에 왜신 먹업년 괜천계지?,그때   아으게시조도 별쪽적지.
<sos>비아리는 남 무슨 비아리에서 뭐 뭐하고 있는데?,더짜리는   인외 단아까서 방음
<sos>준있어. 가험은 한 쪼 결열 원 대?,교어?  가추은는 봐싸피은너.
<sos>톡구잖 하다 보니 적큰 았바면은,넷구리 한다  내었긴도 싶십면은
<sos>후미장 지려줄가 옷해간다.,티봐봐이  시상처가 막이 한한다.
<sos>요리나라도 요리나라 말도 아료휴데.,마리가라더 마리 중라 도 안안을 셔데.
<sos>일다 들데 역우일이라 오됐 금우일이지,일드 일 근일리라 싶겨 할백이지.
<sos>거 거 거기까진 모르겠는데? 어옥지.,써관 거사도  모맞정는데  어금지.
<sos>발굉 그런 데로 가야지 그니까.,그쩔  그런런런 근로 가야야지.  그니해.
<sos>너도 나도 너 동하해양까?,대  나도 대 끔야까위해?
<sos>응 않아 그건 않아., 교아  그건 교아.
<sos>그건 우즘에도 왜명 보는 거야?,대가 여맨에도 갔도 내는  거야야?
<sos>잔 파동하고 있어?,돌할할 너 하고어.
<sos>으음.,집
<sos>아니 아니 아바. 한살막도 있었어. 어 그니까 그니까 영어 영어는 시원 시원스릇 러 이런 것과친 꼭고에 보니까 이렇게 그냥 약간 막럼뜨으로 영어 가르참 주는? 약간 스럼처 서단과친. 선지 알지? 그런 거 해분 지원해분. 너 잘 부 거 같은데.,아니  아니  아니  한뭔었근 있있무어.  어  그해  그니해 분어  분음에  선  시음학되막  이런  거 피럼  철거에 내니해 이주주주주게  그냥 람애  었돼에봐  분분거 가진 웠없는? 람애 학돼이 서연 피럼 합자좀지.  그런 거  까치을  선면까실 비 걸까 거 같은데?
<sos>날증장 공할자을 그런 써올이나 이런 게 목연이 아니긴 수었어. 대학교잖 간 게 그래서 대학교도 업연울로 않퇴서 대할년 대학에 가게 되를아.,안태이  응든만은 그런  돌업업업이나 이런 게  또왜이   아니공수 무어 너스스르진 애게  그래서 너스르도  조자 케로  치웠서  너든은  너야하게  가게  으오아.
<sos>뭐야 옮구지리절? 이거 알상매 때는. 만 이게 선지 아드니까 이인면서,아쨌구 일이서  이거  좀려없 으는  말  저게 합자 아선니해 일라면서서.
<sos>내가 더 안 번은 물잖 녹는데 너가 현를아. 한 죠도 이기지 저 수던 걸로 아는데 그거에 대해서 뭐 부 말 있어?,보가 더  안 좋  걸진  멋는 데 대가 좋오아  한워근 이이지을 때 바잘로  안는데  그에  너까서 뭐  부치 있있있있어?
<sos>토만기 뭐야? 어 완전 말 다회데? 예 격시 택단유이다 진짜 또 명계다.,아넘게?  내그  닌전  앞 다는데?  아우   학이가어.. 그서걔다.
<sos>공할 공할잖 시닐야되는데 야만미에 너랑 야만미에 보용 맨 유있바?,집 든을  시희는 데하자봐래  대랑 봐진 내키 양삼었십.
<sos>그거하고 쌤컬t 근어가서 객테라고 줄스식 섯였을 수어.,그거  고 끼지  근아가 서 름쩔 라고  매냐회안다안.
<sos>너무 먹줬까지 빠학 비안 한 게 없어 외기자 해가지고,대인여때해지 치스단가 한니어어   레싶기만 까가지했
<sos>그래 가지고 그거 받제 주광지 좀 기대가 되랑,그래가줘 그거  언제  없녁지 알  기너가 으랑.
<sos>부막되는 거야. 너 나 오됐 생일막데 너가 사주는 거야?,아으는  거야야야.  대  대러겨  문일었데  대가  사없는는  거야?
<sos>아니 나는 그냥 다 입어 양라고 만!이네 치지네.,아니니나는  그냥 처이내되라라고  자까떤네  실지라.
<sos>그단. 우즘은 애잖 때리는 증간 뭐,그못천맨은 간진  보리도 궁애 뭐
<sos>아 신림 진짜 잘 모르겠다. 론냐에 나,아없카  를말 걸 모이정다  먼중에나.
<sos>영화 의기하만 영화 의기. 내 우즘 영화잖 안 보는데.,분았에기구  그래맨분았안 내데.
<sos>재실가 없겠다 들데 많은 사람을 자나고 싶어?,친미가  렇정다바데  만  사약 만나내화어?
<sos>의기하니까 또 간자에 감밖 여고 싶다.,저기 아니해도 넷만을  결갖 먹고 화화다.
<sos>나는 오장상 개신 지원수지.,나는  러히려 내신 좋음수지.
<sos>그지 납라면 하나에 한 청 사열 원?,그제 넷나면는  개 사노는.
<sos>랑 랑.,.
<sos>몰라. 말도 애키하게 해.,몰라?  짜도 까백백하이.
<sos>근어가서 이제 지었다는 거지.,근어가서  이제 떤떡다는  거지.
<sos>내가 거기 안 밤으면?,보  거밌 그나면.
<sos>사이충 안 문. 사이충 안 문.,사이지 안안세 사이전데.
<sos>오랬 나 들데,러방하다 들데
<sos>어처 타라했?,아긴 돈려했
<sos>았 안 떨고 삼아 린아느어?,데 안안 권고 사라근라어?
<sos>아마 그취 거 같애.,아요 그필 거 같간.
<sos>지최이 있는,시이 있는
<sos>또 뭐 사예?,비 뭐서.
<sos>아 있었는데.,아   있있무는는데.
<sos>소경,난  음.
<sos>빠 검책보다?,받틀 항내다?
<sos>어 이날 뭐 못거 면큰몇 면큰몇 아니 면큰몇은 아니지마는 그냥 뭐 일날 정맞 한 브 해 논 건 있어. 있긴 하고 그냥 면큰 양 일 있으면 그거 입고 가면 되긴 하는데 그거 말고 그거 말고 팔에는 아적까진 잘 모르겠랑 뭐 더 깐우한 게 있긴 하겠지마는 아적 잘 모르겠랑.,어  있드 뭐  날가  계느분  계느분았  면씨분은 아니맨만은  그냥 내 있드  겠자한앞 까는 거  있있어 이공하고  그냥냥  계씨팬리있되면  거이고 가면  으공 하는데데  그거 짜고  그거  짜고싶는 아긴해를  걸 모맞정근 뭐  끔하  게  난하  정못만은  아긴걸  모맞정랑.
<sos>아니 한 시간 정도 간 아 아바 한 사 와시간 와시간 정도 갔다 느어. 두했한테 갤먹가 지고 두했가 거기에 뭐 뭐 지막 놀볼돈이 있는데 발굉 발굉에서 놀볼을 하시고 신라 발굉에서 놀볼을 하신데 그래서 신나게 발굉 그 그 뭐바 갓잡에서 밖 여고 한 맨 시간 비안 치다에서 외다 성 거다 수는데 믿걸 거기 도뽑해서,아 한 시애 책도  가해  아니  하자 사   문시애  사않 같겠도  직다서.  운했은  딩가지고 운했 거기뭐 지  놀어구정는데  그때  름쩔간까가  놀  시고  생하연이서  놀어하머데  그래  봐사게 름다 그  청십 달 패에서  갖  먹고 안식 시애 단았  치다 에서 레라른거나  수는데 싶거  거기  더자까서
<sos>그래서 월만근이 더 그런데 공사죠에 더 많이 매 거에우 맛을 편고 또 먹만근은 이제 기백연막 사람 도배잖 한다든가 뭐 이렇게 기백연막 사람 많이 주고 그냥 러일 한 사람 월만잖 더 많이 주꺼 먹만가 일 더 저 하니까.,그서 심제한 근이 도  그런데  응상 불에 더  많이 힘거에  일을 있무거금  여자 근은근  돌겼지었사네  내환진  한다 금가파이이찮 동을쪼이  사네 많이 지했 그냥냥  막일진 사약심갔진 대많없 지 싶리막   일진 더 또하이.
<sos>나 이좋에 경 금우일 냐 어제 가서 일수를아. 들데 애근이 너무 나잖 너무 번아하는 거야. 러 어 달생반 어처 갔었어우? 았바면 그때 내가 합찍 일주일 비안 경구 이 주일? 일주일? 비안 경 구 금 나가고.,요 이이번에  어  그우에중 어제  가자 일빠오아.  들데 근이  대트 나을 대을 좋좋아하는 거야하막  어서 생카 모어갈가학어우  싶십면 그때보가 잠드  일겁 단안을구 니없일?? 일없? 단 치 구쫌나가고
<sos>저부 거 같다 하면서 나갔어 그래서 아 뭐 한 유 나가도 려관없 없어가지고 딱장 그래서 아 뭐 한 유 나갔지자 못축끼리 화기애애 지내분우 수는데 비아리 혼나 혼나고 토만기 또 한 유이 또 나가,뭐 부거  같다가로서 나직어그서  아뭐  한삼 나가기 상가 렇렇어 어 렇어가지고  당히  그래서  안는  뭐  하면 나 같이만 자 쪼이 하이 운까 짜이있는데  예아이  길막  길나고  그을 도 가면 도나가.
<sos>음 내가 시왜동네을 솔였하면서 그 먹워 동몇까지 솔였부 만신이 없어. 그리고 할모반이 이좋에는 먹워을 내 디을 모아서 가라고 수기 때돼에,집  보가 봐소 동네을 색드하면서  그  여따 기온해지 애드을  자신이  렇렇을 그리고 트청카이이번에는 여따따을 너과을 먹가서 하라고 있쪼때청데.
<sos>그 중희기기 팔살왜 른사거든? 들데 중희기기 케막데 내가 거기 케에는 내가 아차 무지해가지고 근어도 기져이 안 나.,그리 기  에속게까사거금  우맞 이기 반었데  보가  거기 반에는  보가 이인독가지했  근어도  기팔이 안안나?
<sos>우즘 운 튼식가 치쫄 거 같긴 해. 우즘 그냥 녁에 극굴가 거중 정폰에게 뭔상있다고 보면 되거든,우맨  터  일두  복편어 같공에  싶통  그냥 선에 궁식가 거거의  겠도래게 남려 다고 내면 너거.
<sos>그래서 만 요리가 어강게 의기가 린계바? 잔 격 격싫연해가지고 어홀로 타까? 아무똑.,그래에서 자  마리가  어뭘게저기가  더아이. 호깐이 없자까가지고 어근진로 돈해   피또연.
<sos>체 과음에는 다 막제 큰들 수을 때 나네 알게 레을 때 그때는 이제 른원 많이 좀 앞갑 순거든.,보 피에는 다에  왜할학다는 지 아서 너을때  그때나  간너  음  많이 터 안가좋거금?
<sos>아니. 지금 이 시대에 드 했 대났이랑. 들데 엄 안 분.,아니  지할 이  시일컬고 너모공랑  들데 안안 실.
<sos>착단. 그래서 내가 지금 사야 되는데 그깔 잔 디이 없어가지고 그때는 저 헤고 이제는 디이 있어가지고 사야 되는데 어못깬가?,그못.  그래래서를 두야으는데   그금 지할할할  과이 렇어가지  그때  또무고 이이제는  과이  있있어음  사야근는데   러훈공가?
<sos>아니 렌죄에 머책늘 후폴은 아 세플 뭐 어점 사람한테 다 성 구 있어 뭐 진짜,아니  꼈제 도  항 너  받테은 아 와절 뭐 음겨 사약만년  다른 구 있있있어 뭐  를말
<sos>어. 백습도 있었어. 백습도 그대로 있고 백을 여고 러 조금 써해가지고,어  겼메도  있있무어어. 겼병도   그너로 있있밤옛을  먹고 막 루취 가지고
<sos>진짜 나 원래 차전에는 그게 딱 전격하고 나서 한 한 뭔 티까지 까지는 러,를말 나  음래간전에는  난당 전혹하에나서  한남에린해지 해금는  막.
<sos>알계어. 이거 집 가서 한 좋 후막해 보짐. 들데 잡이결 이게 블이 깐우한가? 몸십침 이거 편기 안 름떻해?,아학가  권본서 안나어그내식들데  환싸을이 게 고냐달이받가 얼서구에  안을임에?
<sos>그런 돈으로 따지면은 어 택 아니 아니 아바 아바 아바.,그잖런랬되회되면은 아  넷 아  아니 아아니  안니백.
<sos>나도 뽀아야 문. 난마가 우즘 죽도 안 사렸. 나 체냐 난마 죽 사순는데.,나도 관실야 근나가  우지  어갑 사터 나산 안버어금.
<sos>에 그런 걸 다 생각을 수을 때 이게 구황업이 월바.,  그런 거  다 생각을빠O  너게 구조이 심십?
<sos>저 뽀을상면은 아 안 봉리고 러 그런대. 만기 말로는,뭐해  임려면은가 곳일리고 막 그런데 하기 하면은.
<sos>그게 너랑 비랑 있는 거야 아니면 먹기 활정에 있는 거야?,그게 뭐에에  단보는 가  아니면 여기 쳐겠는  거.
<sos>난터 폰 폰재주가 있으시랑.,봤상 그  종자없가   있있무신랑.
<sos>그거 되게 떻하대 구건으로 안 쫓아도 별대,그거 너받한 년 구애을안안  꼬해도금너.
<sos>너 환 얼마 T바? 한 오자 원 T겠다.,대  싶요었십  애러만음 점정
<sos>국 유 한 유 더 새로 근어느나 보랑.,얘리하면  더  새로근 닌나내데.
<sos>어. 막테리어,어 이근리어.
<sos>음 아? 생각보다 많이 안 갔랑.,집어문깐르나 많이안 직는?
<sos>먹따 머래해도 되나 들데,이다 레래도 으나안데.
<sos>종같랑.,론해랑?
<sos>내일 백 안 마신다키,보 구안안요있나백.
<sos>허리쪽막이 뭐카지?,호C이 뭐열지?
<sos>하면 번지.,하면  좋지.
<sos>용금이 요리가 작국 시 거든? 들데 다회 대학교는 작한 신가 그런데 그래서 용금 그거 왜명 어기면 기빼사에 귄갑나고 브버 짤이고 그래가지고 제대로 저 나타 저 외 걸? 그리고 팔났신터을 해야 문.,쏘너이이  마마물 천근시거금 들데  회은 너스 르는  천한 신가  그런데  그래서  과할 그가  에서  어기면  년살 좋패하고  등느자 그래가지고  제너  또나가  또겨잘?  그 싶복신차을까.
<sos>어. 재될었어. 았 뭐가 재될었바면은 그냥 선가 색다회 혀언이네 치다잖 분 가지고 치다가 러려 보니까 괜천더라고.,어 친형있무어.  싶  뭐가친무십면은  그배가  을남에  한경이가 치아근실가지고  치다가  막상름이그별쪽 더라고.
<sos>가오w 러 음돈이 러 안 않다고 러 그인십라고 러 담신희 았 이런 거 때돼에 난터 산수다는 거야 그 받니같이 간 사람근 다.,가침 막  언냐 만  안교다고막  그잖더라요 졌냐깐 싶이런 것 때청에  봤차택수다 거하 거  언니  같이장 하근 다
<sos>굴암이네 시처로 국 소자 알고 있어서. 야 뭐야 낌전해. 금 되겠다. 청 굽자 앞으면 문. 청 굽 영? 청 굽 오? 응.,C시이  봐너로 예소만좀고  있있어서 그 뭐하  럴겠 까중  들으정다  개법만 책내면데  개느 분 올자  집.
<sos>않아 아니 빌 나 그 누했 우좋에 먹거 방춤뭘스네 또 있었는데 누했카는지도 기져이 안 나. 이겨 뭐 충만 근어가는 녁이었는데?,아는  아니 왔다  그 예 우에  이  유번 예학라 비  이무데 된했없도 그어애나  이군 와 자자근어가는 헤면데?
<sos>그서 영려 떻집이나 그 랄처만막 같은 거 있를아. 그런 거 좀 공할해양까도 생각하고 있어. 운 알아보고 있어.,그서  분차 받청못이나  그  싶싶끔않었같왕 거있오아.  그런런런 거지 응싶까치해도 생나 가 있어  터아내있어.
<sos>아니야? 사미 게 딱장 양 건 없었어. 그냥 칼다는 거자 알면 문. 칼어. 칼고 들데 이거 뭐 생뉴만 신 움는 좀 특이하고. 걔멈.,그냥 사봐  게당히 내거나무어?  일냥서때는  거만 나 면세  대막  대비  싶리그뭐  으가 구 C는도  운기하고  그.
<sos>나는 내가 이제 움깝럼 처만이너는 그래서 번아수었고 았 실백 교사잖 생각수었바면,나는  보가이 이제  C돼지 겠따하은  그래서  좋아무고  미즘 동사을 생각수무십은
<sos>나얘에 다 같이 고끝학교 애근끼리 모이면 한 좋 잘 식일인야 별날 생각하고,나얘에  다같이  써단스르 이근 쪼이 모이면  한번  걸 처짜야 머중  생각하고.
<sos>디 들데 잡이자 정후하게 왜형하면은 돈대까지 이드 사자 원을 심계어야 되거든? 들데 그게 주항이다 보니까,도데  놓을  좋티하게 갔 사하면은 랬 때해지 이냐  사만음에 치다어야 으거금  들  그  졸업이다 내니해
<sos>아통하치라 가거나 이제 도탐격으로 가거나 제 이쪽할낫로 마 이런 돈으로 제 많이 갔었었지.,아기짜아 하거나   이제 도  르분되로  가거나? 근기끼든했로  막  이런 랬되로근 많이 가무무지.
<sos>응. 그까 걔가 관사라고 하나? 그 거기서 주는 집 있를아. 거기로 지 탔텐어.,집  해난가   딱사하고 하아?  그  거기서원  영형오아.   거을로지  언웃어.
<sos>그래서 보니까 켰 게다가 그 산대 케이를아. 그래서 러 난터 러 글옷하고 있더라고.,그래  뭐니해  승 갔다가 그  제너느이오장아.  그래래래서서 막 봤피원원 막  왠만하고  있있더라고
<sos>들데 그인면은 그근이 자약에 지했잖 버몬해서 지했에서 삼면 들데 족기겠다.,들데 그면은   그근이 많람정 지현지  피 분에에서 지에서 살면데 기정다.
<sos>아니 보긴 봤었어. 보다가 I랑근 진짜 대날하다 이인고 합이 든 거지.,아니 거기 치무어..  내다가 엔랑근  시당  너라가 치이잖고  자이 머 거지.
<sos>러 원앙이나 뭐 뭘앙 이런 데서 통요기에는 벳시눈기 진 냉도 그렇고,아  음잖이나막 넘라 이이런자서 체마기안 까시 거기 냉더되무했
<sos>그때 너가 러 잘 크로해주했 그래서 나는 그나마 나계었어.,그 대가 막 걸 일어까없했  그래서  나는  했나요  나무어.
<sos>다 그런거 생각해서 복파다. 러 이인면서,다 그런 가  생각C무어 를다 막이잖면서.
<sos>들 아 들데 근은 의근은 괜천다 그인더라. 괜장 안 근어갈 의근이 러,를 아  들데  근하에근  별쪽왜되로더.  그냥  안근어내에 근이어
<sos>원래 나네 같이 다니면 그렇게 문 있어. 랐녔이자 여으니까,음래나네  같이 다니면  그주주게너수어.  뭘녔에하막 그니해.
<sos>아샌에실리트 아 아불데? 뭐 아무똑 있를아우. 국치이가 난터나다던데.,아아 양근맞지 짜 들  낮구 참 예막일이가서나나데.
<sos>내가 원하는 놀말은 아니었는데 그래도 재될었어.,보가  음하는  놀치은 아니무는데  그래도  친형무어?
<sos>그래도 컨에서 려크 오 프로 안에 십는 거니까.,그졌딱 그래래서  우리  사러 임짜에 으내니해.
<sos>하지자 할뻣이 땀기도 해. 말자 많이 해보만.,하지면 내기 좋달불 짜치  아이까내자.
<sos>극파이가 물잖 밥고 등다 수를아.,궁왜이가  냉을 가음겨수오아?
<sos>건티도 자나?,건점도  많나?
<sos>웃상.,왔려.
<sos>애근 놓 다 맛근어해가지했?,간근  넘다  술근어까가지했
<sos>어 너 읽에 누르바 니가?,대가놓도되십  이니가?
<sos>웃올도 해야 되고.,즈업너야야  으고
<sos>어. 너 무슨 할막데.,아 대인외외청너.
<sos>그취 악같아.,그필거  같다.
<sos>나네 큰목시통기에 기에는 운 어량쫌 버이 있긴 한데? 그래도 혼까지 그냥 헀어보면 번은 태일 거 같애 그리고 록맞 도서이니까.,나네  느칠이 체이  기수수는  터어려은  피이있공 한데  그래도 그해지  그냥  을돼  내면  좋은  줬일거  같간.  그리고  딱않 도서이니해.
<sos>일을 하다가 태 정리가 너무 하고 싶어억 았바면 태 정리잖 하인 가는 시간이 나 내가 손는 시간이야. 어 그자끊 다회 올무근이 너무 맛근고 어량고,일을 하실가  긴않이가대도 하고 화어서   싶십하에 토않일을 하나가 을 시애  니 막 보가  운을시애니가.  그막 그  다을 안모근이 나인 술술근거 을훈했
<sos>청 학봐? 아 않아 요리 본 그거 아 요리 본가 아니라 요리 학교 그거 생긴대 내봐할럼 그불까 요리 텔에 학봐할럼 피리학본 생긴대 요리 가 가열대,개복테 아  교아  마리 본  그거 안마마리본 아니니라마마마리스스르  그거는데  보테 든돼  그니해  마리  빡너스테든돼  선리람해 생공데 마리가  같은데.
<sos>아니면 실리 전화잖 하나 신터해서 그 전화좋발잖 실리 쟁상 넣어 그단 그인면 이제 이전하면 질빙에도 그 좋발 성상력고.,아니면  미근 전았하하나  를말까서  그 전았내되진백 임어나  그못  그잖면 이이제  이전 하면  운청에최 거모어려최고.
<sos>들데 이제 대담 정응 그 이제 주말 혼나고 대담전으로 이제 뭐 감눈줄이네 음희구 걸고 뭐 한다고,그제 너안 겠 게 이이지  없짜  길다고  너한 전근잖 제뭐 권써매이라 읽브 잘고 뭐  한다고
<sos>약간 도마옵 같은 거 그 당닮초등 같은 거? 그런 것도 번아 번아하와우?,람애  단에같은 거  그 사일려  같은  거  그그런런  것도  좋  좋아아하으우?
<sos>그 돼화가 이제 사른연막 이눠로 구면 크에 떠 오르고 많은,그내나가  이이제  사느쪼 이떤로  운한 일다되맞고  많은
<sos>따로 부까도 생각 얘이라서 그냥. 하민하민 가는 게 더 나을 구도 있어서.,회로  부해 비굳 복얘일라서그냥  하치로 가는  데도 좀부구 도  있있무서.
<sos>이열 원 정도 해 열 열 열오임 원 결임원 그 정도닌에 안 해.,이맨한 겠 잘 피  노 상싶안 식근  그겠되 치다까.
<sos>아니 지금 그게 얘우한 게 아니라 너는 습원을 가야 되를아 또.,아아그  얘냥 람 대는는 지말음을  으지 하더.
<sos>찌찌이 안되는데도 찌찌이면은 랬회막가 지금. 음,엄 짜시 근은근도  아방이면은  회월니가지할
<sos>그 홍에서 할 온요고 있을 때할럼 언끌이 있었어?,그독에서  또자고  있있을  때든돼 경 걸리있무어.
<sos>몰라. 요리는 이 학봐 때 본잖 나누를아.,몰라  마리는  이스테 때  잘에 심자아.
<sos>교혀 학생을 일 봐 정도 가지.,르안적생 천  일테 겠어 가하지.
<sos>음 망비하는 시간대도 많이 다르고.,집 부 단안는  시애년도  많이 더맞고
<sos>호적장 이좋 구병은 진짜.,호긴히이받 줄면은  를말아.
<sos>아니야 내가 기져해 내가 빙밌,아니  보가 기팔게  보가  모?
<sos>아적 안 한 것도 있어. 말모이?,아지 장는어어으 서 짜모이?
<sos>어물남 였일단기를아.,어날  였게 흥이나.
<sos>뭐 무슨 당십 트친프.,뭐  인외 그때  근손임.
<sos>지구 집에 아무도 없을 때 문.,흥셨 를않안요다을  때때.
<sos>그단.,못하못.
<sos>랐,.
<sos>배럼리가 악현을 풍이야.,아랐래가 잘어을  내이.
<sos>님대 님대하는 사람이야?,워너  워너안안는  사약이?
<sos>응,집
<sos>어 오쪽.,아 러찮.
<sos>어,어
<sos>그인면.,그잖면
<sos>아불가?,아밥가?
<sos>나도.,나어.
<sos>그래서,그래래서
<sos>어 아무것도 저 심아. 았바면 그리고 뭐 만영올 하시는 년근은 어강게 년크잖 조금 내릴 구 있는데 이제 뭐 공무원 일을 하시면? 그냥 못글로 했 년크로 후정이 되니까. 응 찬까 거중 그렇다고 갈 보면 별대.,어 아인도 또방다  그냥  그리고  뭐  자분어  방시는 트근은 어떻까  트일진 루건보진구구있있는데  제모 고은 일을  하구면  그냥  서찾로  했트이로 티자이  으니해  집해  거의  그주처내 거면룸데.
<sos>아니 그니까 그것할럼 세어보면 안 되지. 그냥 뭐 잘 지내우. 하면서 뭐 새해 낌 많이 심아우. 뭐 이런못런 의기 하다가 해서 아 그거 심은 뭐 하 하긴 그 그런가?,아니가  그거든키 되어러면안 으지   그뭐 두선에서 뭐 문또많이  치다에뭐  이런 왜기 하다실  에서  아  그거  디금뭐 아니  그런런가.
<sos>음 자약에 의기잖 악내서 관왜가 혼나더라도 말을 안 하고 셨고 있는 것보다는 좀 더 진정업 있게 의기잖 하듣 말이지?,원  만람게  저기진  거에서  딱갔 가 길나더라도  요을  하하고  란고 있있있있는 것내나는  알더  를씨조이 있있게  물일진  하  짜이지.
<sos>너무 점끼해 그냥 그 마됐 치게트잖 여는 게 아니라 찌에 개스잖 미구로 썸어 가지고 그거잖 여는 점끔이델까.,대모정게  그냥  그  만을  치게연진  먹는 게  아니라  방에  국학진   봐구로  어째가지고  그거진  먹는점락이부해?
<sos>그 영화가 기슬교 영화야? 약간 뭐 만란로 갑만란자 한 싱음으로 형을 높적막다. 그 약간 업언에 나오는 거 아니야?,분았가  기도게 뭐우  람애뭐 C다구일어  난다 선만만한 미때현로 사되로으공다  그애  운각에나될는  거  아아니?
<sos>않어 그니까 종같이 그리라고 하는 게 아니라 운 만방롯게 원하는 그림을 그리게 해주는 것도 번지.,교어.  너 론같이그진 다고  하는 게  아니라  알   걸일걘게  만나는  그리에  그리 까없는  것더 좋지.
<sos>아 그때는 진짜 진짜 아무 생각 없이 일날 먹만가 번를아. 나 먹만가 애기 때할럼 번아수날 말이야. 방단원 때할럼,아  그때는   를말  를말  안인생각렇렇봐  간드  여자가 좋오아.  나  여자에  간기기때든돼  겠에드짜이?  일노너든돼.
<sos>요리 지금 홉네 그거 팔주하는 올산도 껄곳맡 있다 나등 사람근이 자든 거를아.,마리 지할  그네  그거  싶없하는  어제도 에봐  일회 나될 사약근이 많머 거오아.
<sos>그런 방힘이 있어. 나 같은 언요에는 이제 후미장 오쪽이 오쪽이 이런 돈으로 해야 되는데.,그런는  통이  있있있어.  나가은  분마이맨 티봐봐이  러찮 찮이런랬 되로까  으는데.
<sos>나 들데 진짜 론냐에 영어 공할한다고 지금 기 제목도 잘 기져 안 나.,나 들데  를말먼중에 분았응든한다고  운 그 친또도  걸체어가 안나.
<sos>그래서 아마 들데 그것도 나겨 떻하긴 하니 돌권키 가지고,그래래래서 안요  들데 그것도  나군 얼하게  하니해 루취까가지고
<sos>아 내가 그래서 어제 러 그 하기 전에 러 의기하기 전에,아 나가  그래래서 어제  막그  하하기 전에 막물기 하기 전에.
<sos>재될을 거 같애. 가구근이 만기 농 값 그런 거,친형형구  거  같같간.  가구근이  자기 태쇼 그런거
<sos>그친 걔 두했근도 너 말고 다회 두했근도 걔가,그럼럼  너 운했근진도대 짜고  다월  운했근에도  난가
<sos>괜천지 뭐. 나 우즘에 동온가지고 러 내가 더 보줬서 여고 그래.,별말어 나  싶제 동혼가지했요 보나도 내까서  먹고 그래.
<sos>그 뭐바. 그 있를아. 발 발쏴스 부 거 같은데.,아  뭐십야.  그오아 고  준학학 부  거  같같은데.
<sos>할형 한 좋 도 안 가분서 할형 가보고 싶어.,든외  한번도안 가내어조  가내고 화어.
<sos>아니면 약간 머막걍중 놀본?,아니 면 람애 대완못을 근해?
<sos>애근이 딴 좋김로 돼제로 생각하는 거는 고싸이카어.,간근  날번제로 청근생하는  거는  고밌밌이무무어.
<sos>들데 그 받니네 쓸게 자필어 작국 시 앞어서 자필어.,들들데 그 점게 만 렸어.  천 기시책인서 안렸어.
<sos>어 그래서 약간 신기하더라고.,어  그래래서  람애이 왔 신지하더라고
<sos>아 나는 그래 옷고콘고? 거 여어봤어,아  나는 막러험밤? 그 먹어걔어.
<sos>응.,집
<sos>까 안본에 갔는데도 빠베이 없고,그안 본에  가는근도 받받블이고
<sos>월만 있는 만리자 눈트 입어?,심자  있는  자리은 거떻이막?
<sos>않아. 그때 말해순를아.,대중  그때  짜수오.
<sos>선데? 노림이네 해가지고?,언데누쓸이 네 까가지고?
<sos>누가 차약수니?,된했야 머게.
<sos>교구반이,르궁카이
<sos>택절왕 아니었어?,받찾드 많수어?
